Name,Height,FederalStateid,Picture
Schoberspitz,2288,6,
Schöberlberg,1521,8,
Schoberkogel,1301,6,
Schober Berg,895,5,https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/1024_Kaiser-Franz-Josefs-H%C3%B6he_vom_Gamsgrubenweg_aus-3049.jpg/1000px-1024_Kaiser-Franz-Josefs-H%C3%B6he_vom_Gamsgrubenweg_aus-3049.jpg
Schober,1187,5,https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/Alps_satellite_in_winter.jpg/1000px-Alps_satellite_in_winter.jpg
Schober,1290,3,https://upload.wikimedia.org/wikipedia/commons/d/d1/Central_Eastern_Alps.png
Schober,1677,3,https://upload.wikimedia.org/wikipedia/commons/d/d1/Central_Eastern_Alps.png
Schober,1729,8,https://upload.wikimedia.org/wikipedia/commons/d/d1/Central_Eastern_Alps.png
Schober,2034,3,https://upload.wikimedia.org/wikipedia/commons/d/d1/Central_Eastern_Alps.png
Schober,2846,6,https://upload.wikimedia.org/wikipedia/commons/d/d1/Central_Eastern_Alps.png
Schneidjoch,1588,2,
Schneiders,867,1,https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Flag_of_Rh%C3%B4ne-Alpes.svg/1000px-Flag_of_Rh%C3%B4ne-Alpes.svg.png
Schneider Joch,2097,2,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Nachtwacht-in-3D.jpg/1000px-Nachtwacht-in-3D.jpg
Schneibstein,1947,3,https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Schneibstein.jpg/1000px-Schneibstein.jpg
Schneestellkopf,2290,6,
Schneekogel,1172,5,
Schneeberg,721,4,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Puchberg_-_Schneeberg.JPG/1000px-Puchberg_-_Schneeberg.JPG
Schneeberg,1889,3,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Puchberg_-_Schneeberg.JPG/1000px-Puchberg_-_Schneeberg.JPG
Schneealpe,1635,8,https://upload.wikimedia.org/wikipedia/commons/0/0a/Neuberg2006_schneealpe.jpg
Schnappen Berg,969,2,
Schnablwipfel,1699,4,
Schnabelstein,711,5,
Schmittenstein,1660,3,
Schmittenhöhe,1950,3,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Schmitten.jpg/1000px-Schmitten.jpg
Schmiednock,2287,6,
Schmasskofel,2327,6,
Schmalzkopf,2523,2,
Schlierewand,1673,2,
Schlierekopf,1928,2,
Schlicke,1726,2,https://upload.wikimedia.org/wikipedia/commons/5/50/Copperfield_cover_serial.jpg
Schlichtspitze,1980,10,
Schlenken,1634,3,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/Schwarzes_Moor%2C_4.jpg/1000px-Schwarzes_Moor%2C_4.jpg
Schleinitz,2865,2,https://upload.wikimedia.org/wikipedia/commons/6/69/Grosse_Sandspitze_1.jpg
Schleichkogel,1215,3,
Schlappoltkopf,1906,10,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Schlappoltkopf02.JPG/1000px-Schlappoltkopf02.JPG
Schlaitnerkofel,2477,2,
Schlagriedel,1352,8,
Schinninger,876,8,
Schindtwald Berg,760,5,
Schinder,1585,2,https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/The_Beach_Boys%2C_May_29%2C_2012.jpg/1000px-The_Beach_Boys%2C_May_29%2C_2012.jpg
Schillereck,1707,4,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/%C3%9Cbersichtskarte_Nationalpark_Kalkalpen.jpg/1000px-%C3%9Cbersichtskarte_Nationalpark_Kalkalpen.jpg
Schildberg,315,5,https://upload.wikimedia.org/wikipedia/commons/e/e1/Posen_kr_Schildberg.jpg
Schiffall,918,8,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Tyrnauer_Alm_Rote_Wand.JPG/1000px-Tyrnauer_Alm_Rote_Wand.JPG
Schiestelnock,1920,6,
Schiessling,1482,8,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/2025_German_federal_election.svg/1000px-2025_German_federal_election.svg.png
Schießlkogel,335,8,
Schießeck,1975,8,https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/100th_Infantry_Division_SSI.svg/1000px-100th_Infantry_Division_SSI.svg.png
Schiefwegkogl,722,5,
Schieferstein,1107,4,https://upload.wikimedia.org/wikipedia/commons/4/43/Dilly.jpg
Schiedeck,2090,8,https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/Romy_Rosemont_by_Gage_Skidmore.jpg/1000px-Romy_Rosemont_by_Gage_Skidmore.jpg
Schermberg,2403,4,
Scherer Kogel,1043,8,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/2025_German_federal_election.svg/1000px-2025_German_federal_election.svg.png
Schellenberg,1658,3,https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/Gasthaus_Auf_der_Egg.Fresch.Schellenberg.jpg/1000px-Gasthaus_Auf_der_Egg.Fresch.Schellenberg.jpg
Scheinoldstein,1051,4,
Scheichenspitz,2499,8,
Scheiblingstein,464,5,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/Ardning_Scheiblingstein.jpg/1000px-Ardning_Scheiblingstein.jpg
Scheiblingstein,1353,5,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/Ardning_Scheiblingstein.jpg/1000px-Ardning_Scheiblingstein.jpg
Scheibling Berg,1131,5,
Scheibenriegel,357,9,
Scheibenbühel Berg,1148,2,
Scheiben Berg,836,5,https://upload.wikimedia.org/wikipedia/commons/6/6d/UrnfieldCulture.jpg
Scheffauer,1290,2,https://upload.wikimedia.org/wikipedia/commons/3/30/Hermann_Georg_Scheffauer.jpg
Schefberg,698,4,
Schaufelspitze,2036,8,https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Schaufelspitze_NE.JPG/1000px-Schaufelspitze_NE.JPG
Schatzbühel,2023,6,
Schatzberg,1796,2,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Schatzberg_S.JPG/1000px-Schatzberg_S.JPG
Schatterberg,1111,2,
Scharrer Kogel,1268,4,
Scharreck,2118,3,
Scharnitzspitze,2342,2,https://upload.wikimedia.org/wikipedia/commons/c/c5/Robi-Bosh-Alain-Robert.jpg
Scharnik,2600,6,
Schafreuter,2021,2,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/Schafreuter_2102_m.jpg/1000px-Schafreuter_2102_m.jpg
Schareck,3047,6,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Schareck_from_NW.jpg/1000px-Schareck_from_NW.jpg
Schareck,2333,6,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Schareck_from_NW.jpg/1000px-Schareck_from_NW.jpg
Schanitzentörl,1973,6,
Schallenberg,913,4,https://upload.wikimedia.org/wikipedia/commons/3/37/Alexander_Schallenberg_20230913.jpg
Schafwände,1578,8,
Schafsiedel,2064,2,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Schafsiedel_vom_Kr%C3%B6ndlhorn.jpg/1000px-Schafsiedel_vom_Kr%C3%B6ndlhorn.jpg
Schafseitenspitze,2308,2,
Schafkarkogel,2431,3,
Schafeleck,2641,6,
Schafberg,1755,3,https://upload.wikimedia.org/wikipedia/commons/d/db/Schafberg_Bahn.jpg
Schafberg,2266,1,https://upload.wikimedia.org/wikipedia/commons/d/db/Schafberg_Bahn.jpg
Schabernack,1126,8,https://upload.wikimedia.org/wikipedia/commons/a/ab/Strauss_Josef_Luckhardt.png
Schaalenberg,2519,2,
Sauwand,1088,8,
Sauspitz,368,9,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Belagerung_Belgrad_2.jpg/1000px-Belagerung_Belgrad_2.jpg
Saurüssel,1311,5,
Saunock,2108,6,
Säuleck,3036,6,https://upload.wikimedia.org/wikipedia/commons/e/e9/Taku_glacier_firn_ice_sampling.png
Saukarkopf,1769,3,
Saugrabenspitz,955,4,
Sauernkogel,1430,8,https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/Die_Fischbacher_Alpen.JPG/1000px-Die_Fischbacher_Alpen.JPG
Sauereggnock,1921,3,
Saubügel,310,5,
Sattlernock,1087,6,
Sattelnock,1958,6,https://upload.wikimedia.org/wikipedia/commons/6/69/Grosse_Sandspitze_1.jpg
Sattelberg,721,8,https://upload.wikimedia.org/wikipedia/commons/1/18/Derrick_VC_flag_016246.JPG
Sankt Ulrichskopf,2523,2,
Sandling,1475,8,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Altaussee_vom_Loser.JPG/1000px-Altaussee_vom_Loser.JPG
Sandl,368,5,https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Sandl_Ort.jpg/1000px-Sandl_Ort.jpg
Sandberg,293,5,https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Sheryl_Sandberg_WEF_2013_%28crop_by_James_Tamim%29.jpg/1000px-Sheryl_Sandberg_WEF_2013_%28crop_by_James_Tamim%29.jpg
Salzstiegel,1580,8,
Salzkofel,2222,6,
Salzerkopf,1179,6,
Salzburger Hochthron,1827,3,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Untersberg_salzburg_sunset.jpg/1000px-Untersberg_salzburg_sunset.jpg
Brennerin,1585,4,
Salzachgeier,2175,2,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Salzachgeier_von_Osten.jpg/1000px-Salzachgeier_von_Osten.jpg
Sallapulka,481,5,https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/2014-04-12_%2875%29_Wartberg_Pfarrkirche.JPG/1000px-2014-04-12_%2875%29_Wartberg_Pfarrkirche.JPG
Salberg,882,8,https://upload.wikimedia.org/wikipedia/commons/6/64/Nova_Genera_Plantarum00.jpg
Saile,1912,2,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2a/Kinsale_%284693044621%29.jpg/1000px-Kinsale_%284693044621%29.jpg
Sagtalerspitze,2159,2,
Sadning Kogel,1309,8,
Sadnig,2529,6,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Hocharn%2C_Radhaus_Goldberg.jpg/1000px-Hocharn%2C_Radhaus_Goldberg.jpg
Sachberg,354,5,
Säbelspitz,2088,6,
Rusteck,970,8,
Russberg,1148,4,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/RO_CS_Rusca_Montana_%285%29.JPG/1000px-RO_CS_Rusca_Montana_%285%29.JPG
Runzelberg,863,5,
Rudolfshöhe,468,5,https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/Schoeffel.JPG/1000px-Schoeffel.JPG
Rudnig,2192,2,
Rudiger Spitze,2066,2,https://upload.wikimedia.org/wikipedia/commons/3/36/Gerhard_Gundermann.jpg
Rotgsol,1539,4,
Rotwand,1338,2,https://upload.wikimedia.org/wikipedia/commons/7/75/Rotwand_HQ.jpg
Rotündl Berg,1140,8,
Rofelwand,3177,2,
Rotkogel,1804,8,https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Schinderkar.jpg/1000px-Schinderkar.jpg
Rothorn,2046,1,https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/Brienzer_Rothorn.jpg/1000px-Brienzer_Rothorn.jpg
Rothorn,1813,3,https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/Brienzer_Rothorn.jpg/1000px-Brienzer_Rothorn.jpg
Rothorn,2502,6,https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/Brienzer_Rothorn.jpg/1000px-Brienzer_Rothorn.jpg
Rote Wand,2645,1,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ed/RoteWand2.jpg/1000px-RoteWand2.jpg
Rote Spitze,1900,2,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/WeisseSpitzeRoteSpitzeVlgtnBg.jpg/1000px-WeisseSpitzeRoteSpitzeVlgtnBg.jpg
Roter Stein,1995,2,https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/DeutscheBank-Domshof.jpg/1000px-DeutscheBank-Domshof.jpg
Roter Schroffen,2439,2,
Roter Schragen,3027,2,https://upload.wikimedia.org/wikipedia/commons/1/12/LydiaBenecke.jpg
Roter Knopf,2715,6,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/RoterKnopfFromSE.jpg/1000px-RoterKnopfFromSE.jpg
Rotenstein,868,5,https://upload.wikimedia.org/wikipedia/commons/f/fc/KonradZ%C3%B6llnervonRotenstein.jpg
Roter Kogel,2726,2,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7a/Roter_Kogel_von_Nordosten.JPG/1000px-Roter_Kogel_von_Nordosten.JPG
Rötelstein,1172,8,
Rötelstein,2192,3,
Rotbleisskopf,2829,2,
Roßwandspitze,2627,2,
Rossschopf,1613,4,
Rossschopf,932,4,
Rossmoos,1017,4,
Roßlahnerkopf,2521,3,
Rosskopf,1376,2,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Rosskopf_horses_dh_050908.jpg/1000px-Rosskopf_horses_dh_050908.jpg
Rosskogel,1412,8,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/ZwieselbacherRosskogelFromS.jpg/1000px-ZwieselbacherRosskogelFromS.jpg
Rosskogel,1221,8,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/ZwieselbacherRosskogelFromS.jpg/1000px-ZwieselbacherRosskogelFromS.jpg
Rosskogel,3015,2,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/ZwieselbacherRosskogelFromS.jpg/1000px-ZwieselbacherRosskogelFromS.jpg
Rosskarkopf,2499,3,
Rossgipfel,628,5,
Rossfeld,1529,8,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Rossfeld%2C_Mairie.jpg/1000px-Rossfeld%2C_Mairie.jpg
Rosseck,1225,8,https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/20211219-DJI_0088.jpg/1000px-20211219-DJI_0088.jpg
Rossbrand,1608,3,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Salzach_near_werfen_20040828.jpg/1000px-Salzach_near_werfen_20040828.jpg
Rossberg,1733,3,https://upload.wikimedia.org/wikipedia/commons/7/73/Rossberg_Switzerland.jpg
Rossbach Kogel,1675,8,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/2023-05-14_Wahlabend_Bremen_by_Sandro_Halank%E2%80%93039.jpg/1000px-2023-05-14_Wahlabend_Bremen_by_Sandro_Halank%E2%80%93039.jpg
Rosennock,2352,6,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Nockberge-rosennock.jpg/1000px-Nockberge-rosennock.jpg
Rosenkogel,604,5,https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Rozca.jpg/1000px-Rozca.jpg
Rosenkogel,1031,8,https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Rozca.jpg/1000px-Rozca.jpg
Ronberg,1411,2,https://upload.wikimedia.org/wikipedia/commons/c/c4/Marvis_Frazier_1996.jpg
Rammlspitz,839,4,
Römas Kogel,923,8,https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/GBRRompopeVCarbon.JPG/1000px-GBRRompopeVCarbon.JPG
Roggelskopf,2132,1,https://upload.wikimedia.org/wikipedia/commons/6/63/Lechquellengebirge-1.jpg
Rofanspitze,2217,2,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2a/Dalfazalm.jpg/1000px-Dalfazalm.jpg
Röcker,1012,8,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Lee_rocker.jpg/1000px-Lee_rocker.jpg
Ritterspitzen,2293,6,
Ritterkopf,2764,3,https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Ritterkopf_from_SE.JPG/1000px-Ritterkopf_from_SE.JPG
Rippeteck,1485,3,
Rinnkogel,1692,3,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Strobl1.jpg/1000px-Strobl1.jpg
Ringkogel,973,5,https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Hartberg_Pfarrkirche_am_Hauptplatz.jpg/1000px-Hartberg_Pfarrkirche_am_Hauptplatz.jpg
Ringkogel,779,8,https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Hartberg_Pfarrkirche_am_Hauptplatz.jpg/1000px-Hartberg_Pfarrkirche_am_Hauptplatz.jpg
Ringkamp,1871,8,https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/Geraldine_Fitzgerald_1956.jpg/1000px-Geraldine_Fitzgerald_1956.jpg
Rindernock,1541,6,
Rifflerkar Spitze,3102,2,
Riesen Berg,523,4,https://upload.wikimedia.org/wikipedia/commons/d/d6/WP_Alban_Berg.jpg
Riegerin,1541,8,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cc/Hochschwab_Schoeckl_2.jpg/1000px-Hochschwab_Schoeckl_2.jpg
Riednock,1463,6,
Riedingspitze,1730,3,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/Weisseck.jpg/1000px-Weisseck.jpg
Riedbock,2688,6,
Riebenkofel,2368,6,
Richtberg,1041,4,https://upload.wikimedia.org/wikipedia/commons/4/48/Mittelhessen_Vogelsberg_Rom.png
Rettenkogel,1377,3,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Strobl1.jpg/1000px-Strobl1.jpg
Rether Joch,1673,2,
Resterhöhe,1633,3,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/Gaislachkogl_%E2%85%A1_Bergstation_03.jpg/1000px-Gaislachkogl_%E2%85%A1_Bergstation_03.jpg
Resl Berg,310,5,https://upload.wikimedia.org/wikipedia/commons/7/70/Common_clownfish_curves_dnsmpl.jpg
Reschfeld,525,4,
Rescheskogel,1936,3,
Reschenkogel,1332,8,
Reschenhorn,1197,8,
Rennsfeld,2042,6,
Rennfeld,1489,8,https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Steiermark_Rennfeld.jpg/1000px-Steiermark_Rennfeld.jpg
Remsteinkogel,1716,3,
Reitstein,1350,2,
Reitkogel,864,4,
Reiting,1925,8,https://upload.wikimedia.org/wikipedia/commons/7/78/HochtorOedsteinGroup_FromS_HoherZinken.jpg
Reiterkopf,1545,2,
Reiterkogel,1594,3,
Reitereck,2599,6,
Reiterboden,2034,2,
Reitberg,1134,2,https://upload.wikimedia.org/wikipedia/commons/thumb/1/13/Flag_of_Bamileke_National_Movement.svg/1000px-Flag_of_Bamileke_National_Movement.svg.png
Reisskofel,2257,6,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Comptonhuette_mit_Reisskofel_1_2010.jpg/1000px-Comptonhuette_mit_Reisskofel_1_2010.jpg
Reisshorn,1467,3,https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Karte_der_h%C3%B6chsten_Hauptgipfel_Deutschlands.png/1000px-Karte_der_h%C3%B6chsten_Hauptgipfel_Deutschlands.png
Reisseck,1459,8,https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/Verbund_malta.jpg/1000px-Verbund_malta.jpg
Reisseck,1779,8,https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/Verbund_malta.jpg/1000px-Verbund_malta.jpg
Reisseck,2591,6,https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/Verbund_malta.jpg/1000px-Verbund_malta.jpg
Reisnerkogel,351,9,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Burgberg_Sieggrabener_Kogel_Sieggrabener_Sattel_Brentnerriegel.jpg/1000px-Burgberg_Sieggrabener_Kogel_Sieggrabener_Sattel_Brentnerriegel.jpg
Reisalpe,1078,5,https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/Reisalpe_vom_Hoeger.jpg/1000px-Reisalpe_vom_Hoeger.jpg
Reinischkogel,1245,8,https://upload.wikimedia.org/wikipedia/commons/d/d1/Stuhleck.jpg
Reichkendlkopf,1769,2,
Reicheskogel,2183,3,
Reichenwaldberg,756,5,
Admonter Reichenstein,1978,8,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Admonter_Reichenstein_2.jpg/1000px-Admonter_Reichenstein_2.jpg
Reichenstein,2107,8,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/BurgReichensteinR-01.jpg/1000px-BurgReichensteinR-01.jpg
Rehkogel,728,8,
Herndleck,1004,4,
Rehberg,721,5,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Denny_Rehberg%2C_official_portrait%2C_111th_Congress.jpg/1000px-Denny_Rehberg%2C_official_portrait%2C_111th_Congress.jpg
Rausch Kogel,1335,8,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/2025_German_federal_election.svg/1000px-2025_German_federal_election.svg.png
Rauherstein,1636,8,
Rauher Kopf,1210,2,https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/Harz_map.png/1000px-Harz_map.png
Rauher Kopf,2650,2,https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/Harz_map.png/1000px-Harz_map.png
Rauherkogel,1789,2,
Rauchkopf,1546,6,
Rauchkögerl,1310,3,
Rauchkofel,1805,2,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Rauhkofel001.JPG/1000px-Rauhkofel001.JPG
Rauchkofel,2384,6,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Rauhkofel001.JPG/1000px-Rauhkofel001.JPG
Rauchenkopf,1989,2,https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/Wildsee_Seefeld_01.jpg/1000px-Wildsee_Seefeld_01.jpg
Raucheck,2042,3,https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Tennengebirge_SW.jpg/1000px-Tennengebirge_SW.jpg
Rastkogel,2572,2,https://upload.wikimedia.org/wikipedia/commons/6/67/Rastkogel_HQ.jpg
Rasing Berg,870,8,https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/SpinozaPrize2017.jpg/1000px-SpinozaPrize2017.jpg
Rappler,2465,2,https://upload.wikimedia.org/wikipedia/commons/8/8e/Governor_Bonifacio_Lacwasan_Jr.jpg
Rappen Spitze,1983,2,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/2018_Capital_Bra_-_by_2eight_-_DSC5131.jpg/1000px-2018_Capital_Bra_-_by_2eight_-_DSC5131.jpg
Rappenseekopf,2417,2,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/Rappenseekopf_Northface.JPG/1000px-Rappenseekopf_Northface.JPG
Rappelkogel,1886,8,
Rann Berg,1186,3,https://upload.wikimedia.org/wikipedia/commons/1/10/ArkaroolaAir.jpg
Rangger Köpfl,1593,2,https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Inzing_von_S%C3%BCden.JPG/1000px-Inzing_von_S%C3%BCden.JPG
Rangen,1369,3,https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Rangen%2C_Eglise_Saint-Martin.jpg/1000px-Rangen%2C_Eglise_Saint-Martin.jpg
Ramolkogel,3109,2,https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Breslauer_H%C3%BCtte_1.jpg/1000px-Breslauer_H%C3%BCtte_1.jpg
Rainberg,483,3,https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Rainberg.jpg/1000px-Rainberg.jpg
Ragstatt Joch,1501,2,
Radstädter Tauern,1270,3,https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/Alpen_Oostenrijk_-_panoramio.jpg/1000px-Alpen_Oostenrijk_-_panoramio.jpg
Radmerhals,1282,8,
Radmer Alpe,989,8,https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/Map_of_the_European_Long_Distance_Path_E4.png/1000px-Map_of_the_European_Long_Distance_Path_E4.png
Radleck,2244,6,
Rabenwaldkogel,1200,8,https://upload.wikimedia.org/wikipedia/commons/9/91/Joglland_bei_Fischbach.jpg
Rabensau Berg,379,9,
Rabenkropf,346,9,
Rabantberg,1268,6,
Raasberg,1004,8,
Pyramidenkogel,837,6,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/Maria_Woerth_01.jpg/1000px-Maria_Woerth_01.jpg
Prochenberg,1102,5,
Priedröf,1903,6,
Pridou,1120,6,
Pribitz,1014,8,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Kostel_sv._Jana_K%C5%99titele_P%C5%99ibice.jpg/1000px-Kostel_sv._Jana_K%C5%99titele_P%C5%99ibice.jpg
Pretul,1643,8,https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Newsweek_1983-09-05_cover_lookalike.svg/1000px-Newsweek_1983-09-05_cover_lookalike.svg.png
Pretal,1060,8,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Hochtannbergpassadler.jpg/1000px-Hochtannbergpassadler.jpg
Pressingberg,2268,6,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Krems_Kremsbruecke_Tauernautobahn_Talbruecke_26082007_01.jpg/1000px-Krems_Kremsbruecke_Tauernautobahn_Talbruecke_26082007_01.jpg
Presenberg,984,8,
Preiner Gscheid,999,8,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/Rax.jpg/1000px-Rax.jpg
Preineckkogel,1307,5,
Prefingkogel,721,4,
Predigtstuhl,1793,8,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/Predigtstuhl01.jpg/1000px-Predigtstuhl01.jpg
Predigtstuhl,1168,8,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/Predigtstuhl01.jpg/1000px-Predigtstuhl01.jpg
Predigtstuhl,1000,3,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/Predigtstuhl01.jpg/1000px-Predigtstuhl01.jpg
Predigtstuhl,1974,8,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/Predigtstuhl01.jpg/1000px-Predigtstuhl01.jpg
Predigstuhl,860,4,https://upload.wikimedia.org/wikipedia/commons/4/49/Steinerne_Rinne_HQ.jpg
Predigberg,2399,2,
Preber,2690,3,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Preber.jpg/1000px-Preber.jpg
Praxmarerkarspitze,2511,2,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Brandjoch%2C_Hohe_Warte%2C_Solsteine.JPG/1000px-Brandjoch%2C_Hohe_Warte%2C_Solsteine.JPG
Prankerhöhe,2060,8,
Praghorn,1746,3,
Prädi Berg,310,8,
Präbichl,1271,8,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Praebichl_new_road_north.jpg/1000px-Praebichl_new_road_north.jpg
Pötschberg,1233,8,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/E%C3%9Fweiler_in_KUS.svg/1000px-E%C3%9Fweiler_in_KUS.svg.png
Popler Kogel,1544,6,
Popberg,2323,3,
Polzberg,839,5,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Opabinia_smithsonian.JPG/1000px-Opabinia_smithsonian.JPG
Polster,1367,8,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Polster_Toni-7361-fmp_%2818560369719%29.jpg/1000px-Polster_Toni-7361-fmp_%2818560369719%29.jpg
Polster,1699,8,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Polster_Toni-7361-fmp_%2818560369719%29.jpg/1000px-Polster_Toni-7361-fmp_%2818560369719%29.jpg
Polster,1523,8,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Polster_Toni-7361-fmp_%2818560369719%29.jpg/1000px-Polster_Toni-7361-fmp_%2818560369719%29.jpg
Pöller Kogel,1369,8,https://upload.wikimedia.org/wikipedia/commons/9/99/JJ_Weilenmann.jpg
Pöllaberg,426,5,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Melk_8389.JPG/1000px-Melk_8389.JPG
