Name,Height,FederalStateid,Picture
Törlspitzen,2059,10,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/T%C3%B6rlspitzen_von_westen.jpg/1000px-T%C3%B6rlspitzen_von_westen.jpg
Törlkopf,2170,6,
Törlkopf,1582,6,
Törle,1346,2,
Falkenmauer,1425,4,
Törl,1795,6,
Torkofel,2148,6,
Torhelm,2268,2,https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Torhelm_080512_1100.jpg/1000px-Torhelm_080512_1100.jpg
Torhelm,2388,2,https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Torhelm_080512_1100.jpg/1000px-Torhelm_080512_1100.jpg
Tonion,1167,8,https://upload.wikimedia.org/wikipedia/commons/thumb/3/37/Tonion_von_Westen.jpg/1000px-Tonion_von_Westen.jpg
Toneck,1332,8,
Tommer,1031,8,
Töllmar Kogel,1371,8,
Toblermann,1964,1,
Tischlerberg,342,9,
Tiroler Kogel,1018,5,https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/Tiroler_Kogel_01.jpg/1000px-Tiroler_Kogel_01.jpg
Tiefkarspitze,1736,2,https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/Tiefkarspitze_S.JPG/1000px-Tiefkarspitze_S.JPG
Thurntaler,2325,2,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Thurntaler_von_Hochrast.jpg/1000px-Thurntaler_von_Hochrast.jpg
Thulnkogel,2310,2,
Theuerlnock,2127,6,
Thaneller,2306,2,https://upload.wikimedia.org/wikipedia/commons/7/73/Thaneller2.jpg
Thalerkogel,1376,8,
Teufelstein,1208,8,
Teufelsgrat,2612,2,
Teuchlspitze,2057,6,
Tettenhengst,780,5,
Teichlberg,871,4,
Tauernberg,1769,2,
Tauchenberg,1564,6,
Tauberbühel,783,6,
Tannkoppen,1226,3,
Tann Berg,1342,8,
Tandl Kogel,743,8,
Tandelspitz,2466,6,
Tamischbachturm,1621,8,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Tamischbachturm_von_S.jpg/1000px-Tamischbachturm_von_S.jpg
Talleitspitze,3345,2,https://upload.wikimedia.org/wikipedia/commons/thumb/5/52/Vent_mit_talleitspitze.jpg/1000px-Vent_mit_talleitspitze.jpg
Tagweide,2112,3,
Taborberg,1174,3,
Swickl Berg,380,9,
Süßleiteck,2384,8,https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/Schimpelsee_s%C3%BC%C3%9Fleiteck_29049_2016-07-05.JPG/1000px-Schimpelsee_s%C3%BC%C3%9Fleiteck_29049_2016-07-05.JPG
Sumpfkopf,2140,2,
Sumpereck,1532,8,
Sulzspitze,1740,2,
Sulzkogl,2751,2,
Sulzkogelmauer,943,8,
Sulz Kogel,891,4,
Sulzenhals,1701,3,
Sulzberg,1041,4,
Sulz Berg,727,5,
Sulzberg,900,5,
Stumpfmauer,1403,8,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Voralpe_vom_Koenigsberg.jpg/1000px-Voralpe_vom_Koenigsberg.jpg
Stulperrast,2159,2,
Stuhleck,1773,8,https://upload.wikimedia.org/wikipedia/commons/d/d1/Stuhleck.jpg
Stuckkogel,1550,2,
Stubwieswipfel,1665,4,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Stubwieswifel.jpg/1000px-Stubwieswifel.jpg
Stubnerkogel,2055,3,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Kreuzkogel%2C_Sportgastein_17.JPG/1000px-Kreuzkogel%2C_Sportgastein_17.JPG
Stubeck,2352,6,
Stubau,864,4,
Stubalpe,1318,8,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/RappoldkogelvonS%C3%BCdwesten.jpg/1000px-RappoldkogelvonS%C3%BCdwesten.jpg
Stross,877,8,
Stronachkogel,1805,6,
Strimskogel,1723,3,
Striedenkopf,2624,6,
Streimlingberg,887,5,
Strassboden,2209,6,https://upload.wikimedia.org/wikipedia/commons/thumb/0/04/Winklerner-h%C3%BCtte.jpg/1000px-Winklerner-h%C3%BCtte.jpg
Strahlkogl,2484,2,
Stradner Kogel,613,8,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ee/Stradner-Kogel.JPG/1000px-Stradner-Kogel.JPG
Stotzing Berg,407,9,
Kärntner Storschitz,1477,6,
Storfhöhe,957,6,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Storfh%C3%B6he_%28972_m_%C3%BC.A.%29%2C_Villacher_Alpenstra%C3%9Fe%2C_K%C3%A4rnten.jpg/1000px-Storfh%C3%B6he_%28972_m_%C3%BC.A.%29%2C_Villacher_Alpenstra%C3%9Fe%2C_K%C3%A4rnten.jpg
Stolzalpe,1651,8,
Stoderzinken,1486,8,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Stoderzinken.jpg/1000px-Stoderzinken.jpg
Stoder,2014,6,
Stipennock,1986,6,
Stimmelhöhe,1442,3,
Stillkopf,2615,2,
Stileck,1997,6,
Stiftlberg,646,8,
Stierjoch,1676,10,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/20100524-Stierjoch_Torjoch_086.JPG/1000px-20100524-Stierjoch_Torjoch_086.JPG
Stierhaltkogel,1282,5,
Steyrsberg,973,4,
Steyreck,1576,4,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Steyreck_Reifmauer_Sengsengebirge_20110225.jpg/1000px-Steyreck_Reifmauer_Sengsengebirge_20110225.jpg
Sternstein,945,4,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Sternstein_von_Osten.jpg/1000px-Sternstein_von_Osten.jpg
Sternspitze,1771,6,
Sternbauer Kogel,594,8,
Stempeljochspitze,2286,2,https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Stempeljochspitze_und_Rosskopf.jpg/1000px-Stempeljochspitze_und_Rosskopf.jpg
Stellkopf,2680,6,
Steinwandleiten,635,5,
Steinwand,807,8,
Steinriegel,674,5,https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Steinriegel_im_Gollachtal_zwischen_Aub_und_Bieberehren.jpg/1000px-Steinriegel_im_Gollachtal_zwischen_Aub_und_Bieberehren.jpg
Steinplattl,652,5,
Steinplatte,1630,2,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Waidringer_Steinplatte_von_Nordwesten.JPG/1000px-Waidringer_Steinplatte_von_Nordwesten.JPG
Steinplan,1624,8,https://upload.wikimedia.org/wikipedia/commons/thumb/0/09/Steinplan%2C_Turneralm_2.jpg/1000px-Steinplan%2C_Turneralm_2.jpg
Steinplan,1472,8,https://upload.wikimedia.org/wikipedia/commons/thumb/0/09/Steinplan%2C_Turneralm_2.jpg/1000px-Steinplan%2C_Turneralm_2.jpg
Steinmandl,1172,8,
Steinkopf,1992,6,
Steinkogel,2076,3,
Steinkarzinken,1918,8,
Steinkarleck,2363,3,
Steinhofer Kogel,782,5,
Steinhaus,1292,8,
Steinfeldspitze,1824,3,
Steinerne Stiege,1473,8,
Steineck,1381,4,
Steineck,1281,8,
Steinbergstein,1859,2,https://upload.wikimedia.org/wikipedia/commons/8/8b/Steinbergstein_from_North.jpg
Steinbergkogel,1894,2,
Steinberger Joch,1545,2,
Steinberg,1432,4,
Steinberg,928,8,
Steigl Berg,660,4,
Stefans Berg,331,5,
Stawipfel,2477,6,
Staufen,1426,1,
Statzberg,571,5,
Statz Berg,785,5,
Starhand,1899,6,
Stanziwurten,2340,6,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/F%C3%A4rberkaser-Stanziwurten.jpg/1000px-F%C3%A4rberkaser-Stanziwurten.jpg
Stanskogel,2377,2,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Stanskogel_%282757m%2C_Lechtaler_Alpen%29_-_Tirol%2C_%C3%96sterreich.JPG/1000px-Stanskogel_%282757m%2C_Lechtaler_Alpen%29_-_Tirol%2C_%C3%96sterreich.JPG
Stangnock,2063,8,
Stanglalpe,1050,8,
Stangl,573,8,
Stampferwand,1954,3,
Stallonkofel,2011,6,
Staffkogel,1899,3,
Staff,1034,5,
Staff,1992,6,
Stadlberg,1157,5,
Stadelstein,1962,8,
Stadel Berg,792,9,
Spitzstein,1334,2,https://upload.wikimedia.org/wikipedia/commons/9/9f/Spitzstein_von_Sueden-1.jpg
Spitzplaneck,1566,4,
Spitznock,1421,6,
Spitzmauer,2390,4,https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Spitzmauer_from_Prielschutzhaus.jpg/1000px-Spitzmauer_from_Prielschutzhaus.jpg
Spitzkofel,2567,2,
Spitzer Riegel,659,5,
Spitzegg,1830,6,
Spitzbrand,1415,2,
Spindeleben,777,4,
Spiessnägel,1671,2,
Spießkogel,1588,8,
Spiess,1416,2,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Bad-war.jpg/1000px-Bad-war.jpg
Spielkogel,1847,3,
Spiel Kogel,1548,3,
Spielbichl,1957,2,
Sperkerriegel,678,5,
Spering,1562,4,
Speikkogel,1567,8,
Speikkogel,1601,8,
Speikberg,2063,4,
Speiereck,2352,3,
Speiereck,2058,6,
Speckkar Spitze,2561,2,
Spateck,2136,8,
Sparber,975,3,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Strobl_-_Sparber.JPG/1000px-Strobl_-_Sparber.JPG
Spannkogel,1028,8,
Spadenberg,999,4,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Spadenberg_2017a.jpg/1000px-Spadenberg_2017a.jpg
Sonnwendstein,1351,5,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Schottwien_-_Sonnwendstein.JPG/1000px-Schottwien_-_Sonnwendstein.JPG
Sonnwendberg,640,8,
Sonntagsmauer,1349,4,
Sonnstein Kogel,1533,8,
Sonnstein,1582,6,
Sonnspitze,1745,2,
Sonnkogel,640,5,
Sonnjoch,2420,2,https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Sonnjoch_2457_m.jpg/1000px-Sonnjoch_2457_m.jpg
Sonnen Spitze,2286,2,
Sonnenjoch,1903,2,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Sonnenjoch_NW.JPG/1000px-Sonnenjoch_NW.JPG
Sonnenberg,482,9,
Stubacher Sonnblick,3017,2,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Stubacher_sonnblick_granatspitze.jpg/1000px-Stubacher_sonnblick_granatspitze.jpg
Sonnblick,2439,6,
Sonnblick,2471,6,
Sonnberg,301,5,
Sonnberg,924,4,
Sonnberg,792,3,
Somspitze,2101,3,
Sommertor,1648,3,
Sommer Berg,1077,8,
Soboth,1334,8,
Sneschnik,1537,6,
Sittmooser Bach,889,6,
Sitten Berg,283,5,
Sinnesjoch,2194,2,
Sinacher Gupf,1416,6,https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Sinacher_Gupf.jpg/1000px-Sinacher_Gupf.jpg
Simmering,1953,2,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d6/Vienna_subdivisions_%2811%29.svg/1000px-Vienna_subdivisions_%2811%29.svg.png
Guardia Alta,3389,10,
Silvrettahorn,3104,10,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/SilvrettahornFromN.JPG/1000px-SilvrettahornFromN.JPG
Silbersberg,1212,8,
Silberriegel,1067,4,
Silberpfennig,2565,3,https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/Silberpf.JPG/1000px-Silberpf.JPG
Silbereck,2538,3,
Gmundnerberg,875,4,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Hongar_20201122b.jpg/1000px-Hongar_20201122b.jpg
Siebenstein,1223,4,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Rabe_Rudi_und_der_sprechende_Koffer_am_Flughafen_Erfurt-Weimar.jpg/1000px-Rabe_Rudi_und_der_sprechende_Koffer_am_Flughafen_Erfurt-Weimar.jpg
Siebenbürger Kogel,1101,8,
Serneskopf,2322,2,
Serkogel,1185,8,
Senftenberg,2308,2,https://upload.wikimedia.org/wikipedia/commons/e/e0/Wappen_Senftenberg.png
Selbhorn,2468,3,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Selbhorn_Steinernes_Meer_20220527.jpg/1000px-Selbhorn_Steinernes_Meer_20220527.jpg
Seichenkopf,2553,6,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/Seichenkopf02.JPG/1000px-Seichenkopf02.JPG
Seespitz,1230,4,
Seelakopf,2256,2,
Seelackenberg,337,5,
Seekopf,2054,2,
Seekopf,1897,6,
Seekogel,3150,2,
Seekarspitze,2244,2,
Seekarspitze,2295,3,
Seekarspitze,2025,3,
Seekarkopf,2763,2,
Seehorn,2170,3,
Seeberg,1338,8,
Schwölleck Berg,895,5,
Schwende,1126,1,
Schweins Berg,332,5,
Schwein Berg,670,5,
Schweikertkopf,2788,2,
Schwarzwipfel,1016,6,
Schwarzwand,2211,6,
Schwarzwaldkogel,1667,6,
Schwarzriegel,1182,5,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/K%C3%B6tztingblick.JPG/1000px-K%C3%B6tztingblick.JPG
Schwarzkopf,2496,3,
Schwarzkogel,1051,5,
Schwarzkogel,1205,5,
Schwarzkogel,649,4,
Schwarzkogel,1286,8,
Schwarzkogel,1171,8,
Schwarze Wand,2159,2,
Schwarzkogel,1730,2,
Schwarzer Berg,1114,3,
Schwarzen Berg,869,5,
Schwarzenberg,846,5,
Schwarzen Berg,993,5,
Schwarzenberg,804,5,
Schwarzenberg,1175,3,
Schwarzenberg,1187,5,
Schwarzenberg,1688,3,
Schwarzenbach Berg,756,5,
Schwarzeck,613,8,
Schwarzeck,2499,3,
Schwarzberg,608,4,
Schwarzberg,350,5,
Schwanspitze,2684,6,
Schwalbenwand,1859,3,
Schwalbenkofel,2115,6,
Schwaiberghorn,1940,2,
Schwager Bach,1280,8,
Schwabenkopf,3299,2,https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/Schwabenkopf01.jpg/1000px-Schwabenkopf01.jpg
Schützenkogel,1778,2,
Schüttkogel,1760,8,
Schüttenberg,192,5,
Schusterkogel,2161,3,
Schuhflicken,1907,3,
Schrottkogel,548,6,
Schrottenkogel,1123,8,
Schroneck,2045,6,
Schreindelmauer,988,4,
Schreckenspitz,1929,2,
Schrankogel,3461,2,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Schrankogel_und_Schrandele.JPG/1000px-Schrankogel_und_Schrandele.JPG
Schrammacher Spitze,3388,2,
Schramer Höhe,652,4,
Schrakogel,775,8,
Schrabachauerkogel,996,4,
Schöpfl,889,5,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/Sch%C3%B6pfl_from_NW.jpg/1000px-Sch%C3%B6pfl_from_NW.jpg
Schönwieskopf,1703,3,
Schönwetter,1835,8,
Schönjöchl,1962,2,
Schöngelitzhöhe,1532,3,
Schönfeldjoch,1616,2,
Schöneck,1187,4,
Schönbodenhöhe,1004,5,
Schönbichl,2023,2,
Schönberg,1609,8,
Schönalpe,1829,3,
Schoibernberg,892,4,
Schodenkopf,1611,3,
Schöckl,869,8,https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/Schoeckl_10.JPG/1000px-Schoeckl_10.JPG
Schobertörl,2378,6,
Schoberstein,1244,4,
Schoberspitz,2288,6,
Schöberlberg,1521,8,
Schoberkogel,1301,6,
Schober Berg,895,5,
Schober,1187,5,
Schober,1290,3,
Schober,1677,3,
Schober,1729,8,
Schober,2034,3,
Schober,2846,6,
Schneidjoch,1588,2,https://upload.wikimedia.org/wikipedia/commons/d/de/Guffert_westseite.jpg
Schneiders,867,1,
Schneider Joch,2097,2,
Schneibstein,1947,3,https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Schneibstein.jpg/1000px-Schneibstein.jpg
Schneestellkopf,2290,6,
Schneekogel,1172,5,
Schneeberg,721,4,
Schneeberg,1889,3,
Schneealpe,1635,8,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Altenberg_an_der_Rax%2C_Austria_-_panoramio_-_Milan_Nobonn_%289%29.jpg/1000px-Altenberg_an_der_Rax%2C_Austria_-_panoramio_-_Milan_Nobonn_%289%29.jpg
Schnappen Berg,969,2,
Schnablwipfel,1699,4,
Schnabelstein,711,5,
Schmittenstein,1660,3,https://upload.wikimedia.org/wikipedia/commons/0/01/OsterhorngruppeSchmittensteinFromEast.jpg
Schmittenhöhe,1950,3,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Schmitten.jpg/1000px-Schmitten.jpg
Schmiednock,2287,6,
Schmasskofel,2327,6,
Schmalzkopf,2523,2,
Schlierewand,1673,2,
Schlierekopf,1928,2,
Schlicke,1726,2,
Schlichtspitze,1980,10,
Schlenken,1634,3,https://upload.wikimedia.org/wikipedia/commons/a/a1/Schlenken.jpg
Schleinitz,2865,2,
Schleichkogel,1215,3,
Schlappoltkopf,1906,10,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Schlappoltkopf02.JPG/1000px-Schlappoltkopf02.JPG
Schlaitnerkofel,2477,2,
Schlagriedel,1352,8,
Schinninger,876,8,
Schindtwald Berg,760,5,
Schinder,1585,2,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/Schinder_von_Nordost-1.jpg/1000px-Schinder_von_Nordost-1.jpg
Schillereck,1707,4,
Schildberg,315,5,
Schiffall,918,8,https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/Schiffall_02.jpg/1000px-Schiffall_02.jpg
Schiestelnock,1920,6,
Schiessling,1482,8,https://upload.wikimedia.org/wikipedia/commons/a/a2/Gabriele_Schiessling.jpg
Schießlkogel,335,8,
Schießeck,1975,8,
Schiefwegkogl,722,5,
Schieferstein,1107,4,https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Schieferstein_Losenstein.jpg/1000px-Schieferstein_Losenstein.jpg
Schiedeck,2090,8,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3f/Schiedeck.JPG/1000px-Schiedeck.JPG
Schermberg,2403,4,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Gr%C3%BCnau_i_Almtal_Schermberg_Nordwand.jpg/1000px-Gr%C3%BCnau_i_Almtal_Schermberg_Nordwand.jpg
Scherer Kogel,1043,8,
Schellenberg,1658,3,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Wappen_Schellenberg.svg/1000px-Wappen_Schellenberg.svg.png
Scheinoldstein,1051,4,
Scheichenspitz,2499,8,
Scheiblingstein,464,5,https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Scheiblingstein_02.jpg/1000px-Scheiblingstein_02.jpg
Scheiblingstein,1353,5,https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Scheiblingstein_02.jpg/1000px-Scheiblingstein_02.jpg
Scheibling Berg,1131,5,
Scheibenriegel,357,9,
Scheibenbühel Berg,1148,2,
Scheiben Berg,836,5,
Scheffauer,1290,2,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Scheffauer_und_Hackenk%C3%B6pfe.jpg/1000px-Scheffauer_und_Hackenk%C3%B6pfe.jpg
Schefberg,698,4,
Schaufelspitze,2036,8,
Schatzbühel,2023,6,
Schatzberg,1796,2,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Schatzberg_S.JPG/1000px-Schatzberg_S.JPG
Schatterberg,1111,2,
Scharrer Kogel,1268,4,
Scharreck,2118,3,
Scharnitzspitze,2342,2,https://upload.wikimedia.org/wikipedia/commons/thumb/0/05/Scharnitzspitze_S.JPG/1000px-Scharnitzspitze_S.JPG
Scharnik,2600,6,
Schafreuter,2021,2,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/Schafreuter_2102_m.jpg/1000px-Schafreuter_2102_m.jpg
Schareck,3047,6,https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Schareck_Westseite_20090721a.jpg/1000px-Schareck_Westseite_20090721a.jpg
Schareck,2333,6,https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Schareck_Westseite_20090721a.jpg/1000px-Schareck_Westseite_20090721a.jpg
Schanitzentörl,1973,6,
Schallenberg,913,4,
Schafwände,1578,8,
Schafsiedel,2064,2,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Schafsiedel_vom_Kr%C3%B6ndlhorn.jpg/1000px-Schafsiedel_vom_Kr%C3%B6ndlhorn.jpg
Schafseitenspitze,2308,2,
Schafkarkogel,2431,3,
Schafeleck,2641,6,
Schafberg,1755,3,
Schafberg,2266,1,
Schabernack,1126,8,
Schaalenberg,2519,2,
Sauwand,1088,8,
Sauspitz,368,9,
Saurüssel,1311,5,
Saunock,2108,6,
Säuleck,3036,6,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Mallnitz_S%C3%A4uleck_01.jpg/1000px-Mallnitz_S%C3%A4uleck_01.jpg
Saukarkopf,1769,3,
Saugrabenspitz,955,4,
Sauernkogel,1430,8,
Sauereggnock,1921,3,
Saubügel,310,5,
Sattlernock,1087,6,
Sattelnock,1958,6,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/Rei%C3%9Fkofel_%282371_m%29_nordseitig_vom_Tr%C3%B6belsberg%2C_K%C3%A4rnten.jpg/1000px-Rei%C3%9Fkofel_%282371_m%29_nordseitig_vom_Tr%C3%B6belsberg%2C_K%C3%A4rnten.jpg
Sattelberg,721,8,
Sankt Ulrichskopf,2523,2,
Sandling,1475,8,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7a/Sandling.jpg/1000px-Sandling.jpg
Sandl,368,5,https://upload.wikimedia.org/wikipedia/commons/7/70/Sandl_im_Bezirk_FR.png
Sandberg,293,5,
Salzstiegel,1580,8,https://upload.wikimedia.org/wikipedia/commons/c/c8/Hirschegger.jpg
Salzkofel,2222,6,
Salzerkopf,1179,6,
Salzburger Hochthron,1827,3,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Salzburger_Hochthron_vom_Hohen_G%C3%B6ll.jpg/1000px-Salzburger_Hochthron_vom_Hohen_G%C3%B6ll.jpg
Brennerin,1585,4,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/Brennerin_attersee.jpg/1000px-Brennerin_attersee.jpg
Salzachgeier,2175,2,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Salzachgeier_von_Osten.jpg/1000px-Salzachgeier_von_Osten.jpg
Sallapulka,481,5,
Salberg,882,8,
Saile,1912,2,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b0/Saile_NW.JPG/1000px-Saile_NW.JPG
Sagtalerspitze,2159,2,
Sadning Kogel,1309,8,
Sadnig,2529,6,https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Gipfelkreuz_Hoher_Sadnig.JPG/1000px-Gipfelkreuz_Hoher_Sadnig.JPG
Sachberg,354,5,
Säbelspitz,2088,6,
Rusteck,970,8,
Russberg,1148,4,https://upload.wikimedia.org/wikipedia/commons/5/5f/ROU_CS_Rusca_Montana_CoA.png
Runzelberg,863,5,
Rudolfshöhe,468,5,
Rudnig,2192,2,
Rudiger Spitze,2066,2,
Rotgsol,1539,4,
Rotwand,1338,2,
Rotündl Berg,1140,8,
Rofelwand,3177,2,
Rotkogel,1804,8,
Rothorn,2046,1,
Rothorn,1813,3,
Rothorn,2502,6,
Rote Wand,2645,1,
Rote Spitze,1900,2,
Roter Stein,1995,2,
Roter Schroffen,2439,2,
Roter Schragen,3027,2,
Roter Knopf,2715,6,https://upload.wikimedia.org/wikipedia/commons/thumb/3/39/RoterKnopfFromN.jpg/1000px-RoterKnopfFromN.jpg
Rotenstein,868,5,
Roter Kogel,2726,2,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7a/Roter_Kogel_von_Nordosten.JPG/1000px-Roter_Kogel_von_Nordosten.JPG
Rötelstein,1172,8,
Rötelstein,2192,3,
Rotbleisskopf,2829,2,
Roßwandspitze,2627,2,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/AhornspitzeSO.jpg/1000px-AhornspitzeSO.jpg
Rossschopf,1613,4,
Rossschopf,932,4,
Rossmoos,1017,4,
Roßlahnerkopf,2521,3,
Rosskopf,1376,2,
Rosskogel,1412,8,
Rosskogel,1221,8,
Rosskogel,3015,2,
Rosskarkopf,2499,3,
Rossgipfel,628,5,
Rossfeld,1529,8,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/Rossfeld%2C_Rue_principale.jpg/1000px-Rossfeld%2C_Rue_principale.jpg
Rosseck,1225,8,
Rossbrand,1608,3,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/St-Gasselh%C3%B6he-Blick-7.jpg/1000px-St-Gasselh%C3%B6he-Blick-7.jpg
Rossberg,1733,3,
Rossbach Kogel,1675,8,
Rosennock,2352,6,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Nockberge-rosennock.jpg/1000px-Nockberge-rosennock.jpg
Rosenkogel,604,5,
Rosenkogel,1031,8,
Ronberg,1411,2,
Rammlspitz,839,4,
Römas Kogel,923,8,
Roggelskopf,2132,1,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Compton%2C_1904%2C_Roggelskopf_von_der_Masonalpe.jpg/1000px-Compton%2C_1904%2C_Roggelskopf_von_der_Masonalpe.jpg
Rofanspitze,2217,2,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Zireiner_See_Rofanspitze_2006_10.jpg/1000px-Zireiner_See_Rofanspitze_2006_10.jpg
Röcker,1012,8,
Ritterspitzen,2293,6,
Ritterkopf,2764,3,https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Ritterkopf_from_SE.JPG/1000px-Ritterkopf_from_SE.JPG
Rippeteck,1485,3,
Rinnkogel,1692,3,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Rinnkogel.jpg/1000px-Rinnkogel.jpg
Ringkogel,973,5,https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Ringkogel_von_Hartberg_W.jpg/1000px-Ringkogel_von_Hartberg_W.jpg
Ringkogel,779,8,https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Ringkogel_von_Hartberg_W.jpg/1000px-Ringkogel_von_Hartberg_W.jpg
Ringkamp,1871,8,
Rindernock,1541,6,
Rifflerkar Spitze,3102,2,
Riesen Berg,523,4,
Riegerin,1541,8,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Riegerin_Hochschwab_2022.jpg/1000px-Riegerin_Hochschwab_2022.jpg
Riednock,1463,6,
Riedingspitze,1730,3,
Riedbock,2688,6,https://upload.wikimedia.org/wikipedia/commons/2/2c/The_book_of_antelopes_%281894%29_Cervicapra_redunca.png
Riebenkofel,2368,6,https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/IMG_Riebenkofel.jpg/1000px-IMG_Riebenkofel.jpg
Richtberg,1041,4,
Rettenkogel,1377,3,
Rether Joch,1673,2,
Resterhöhe,1633,3,https://upload.wikimedia.org/wikipedia/commons/thumb/9/96/Barn_in_Hollersbach_im_Pinzgau.jpg/1000px-Barn_in_Hollersbach_im_Pinzgau.jpg
Resl Berg,310,5,
Reschfeld,525,4,
Rescheskogel,1936,3,
Reschenkogel,1332,8,
Reschenhorn,1197,8,
Rennsfeld,2042,6,
Rennfeld,1489,8,https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Rennfeld.jpg/1000px-Rennfeld.jpg
Remsteinkogel,1716,3,
Reitstein,1350,2,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Reitstein.jpg/1000px-Reitstein.jpg
Reitkogel,864,4,
Reiting,1925,8,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Reiting_von_Trofaiach_%28cropped%29.jpg/1000px-Reiting_von_Trofaiach_%28cropped%29.jpg
